ID,Ngày thu thập,Quốc gia,Loại robot,Dạng robot/use case,RFQ family,Custom assembly,Custom part,Geometry/feature,Coverage cell,Bought-in vs custom,Material grade,Primary process,Secondary process,Finish/coating,Heat treatment,Welding requirement,General tolerance,Critical tolerance,GD&T,Critical interface,Bearing/shaft fit,Motor/gearbox/flange interface,Thread/insert/fastening,Assembly requirement,Critical characteristic,Inspection method,Inspection equipment,FAI requirement,Material cert/traceability,Functional/leak/pressure test,Lifecycle stage,Revision intensity,Failure/rework reason,Repeat/replacement,Single/multi-process,Tooling/NRE need,Raw claim/fact,Source URL,Source type,Publication date,Confidence,Fact/inference/hypothesis,Conflict/contradiction,Unknown/gap,Notes
R0043,2026-09-20,US,"AMR/mobile robot, vision-guided arm",Precision-machined stereo/vision camera mounting bracket,sensor/camera mount,Vision sensor head,Machined camera mounting bracket with kinematic datum surfaces,Datum surfaces + kinematic mount features + fine-pitch adjustment screws for micro-alignment in multiple axes,geometry/feature x critical tolerance x sensor alignment interface,Custom,unknown,CNC machining,unknown,unknown,unknown,None,unknown,Precision-machined vision-system brackets held to +/-0.01 mm,Kinematic mount / datum-surface design for repeatable sub-millimeter positioning,Camera-to-bracket datum interface controlling stereo baseline and optical alignment,unknown,unknown,Adjustable fine-pitch screws for post-assembly micro-alignment in multiple axes,"Kinematic mounts and datum surfaces used specifically to allow repeatable sub-millimeter repositioning (e.g., after service/removal) without full recalibration","Stereo baseline stability: with higher-resolution cameras and longer baselines, extrinsic calibration is more sensitive to disturbance -- a 1 m baseline stereo pair is approximately 100x more sensitive to external perturbing forces than a 10 cm baseline pair",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Stereo cameras go out of alignment (baseline drift) from vibration and/or thermal expansion/contraction of the mount or vehicle structure, requiring recalibration or mechanical rework",unknown,unknown,unknown,"Precision-machined robotic-vision camera brackets are held to tolerances within +/-0.01mm using kinematic mounts and datum surfaces for repeatable sub-millimeter positioning, with adjustable fine-pitch screws for micro-alignment; stereo baseline calibration is highly sensitive to mount geometry -- a 1m baseline pair is ~100x more sensitive to external perturbing forces than a 10cm baseline pair -- and stereo cameras go out of alignment from vibration or thermal expansion/contraction of the mount/vehicle structure.",https://frigate.ai/en-lu/product/robotic-vision-camera-bracket/ ; https://arxiv.org/pdf/2601.22445,Component-supplier technical page + academic/arXiv paper,"2026, retrieved 2026-09-20",vendor-claimed (bracket tolerance) / documentation_verified (baseline-sensitivity academic finding),fact,none,Not tied to a named robot-OEM camera mount; generic vision-bracket engineering data,"Fills Pass-3's near-total gap for this family (previously only 2 thin records, no mount-part material/process/tolerance) with real numeric tolerance and a quantified baseline-sensitivity finding"
R0044,2026-09-20,US,Cross-category (legged/mobile robot with strap-down IMU),IMU rigid-mount placement and cross-axis stiffness requirement,sensor/camera mount,IMU mount bracket,"Rigid IMU mounting bracket, positioned near robot center of gravity","Rigid bracket connecting IMU package to a structurally stiff part of the robot chassis/frame, near center of gravity",critical characteristic x sensor alignment interface (IMU-specific),Custom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Eccentric distance between center-of-mass and geometric center reduced to -3.19 mm, 0 mm, -0.68 mm in x/y/z for a strict-requirement inertial navigation mounting system",unknown,IMU-to-chassis rigid mounting interface,unknown,unknown,unknown,IMU mounted rigidly to a structurally stiff part of the robot and as close to center of gravity as possible to avoid exaggerated/false motion readings; at least one grommet or rigid-flex circuit interconnect used to buffer vibration transmission to the PCB,"Cross-stiffness coupling between translational and angular mounting directions must be as close to zero as possible, or angular-rate (gyroscope) readings become contaminated by linear acceleration",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"IMU rigid-mounting practice: mount to a structurally stiff part of the robot, as close to center of gravity as possible, with cross-stiffness between translational and angular directions kept near zero to avoid contaminating gyroscope readings with linear acceleration; a documented strict-requirement system reduced center-of-mass-to-geometric-center eccentricity to -3.19mm, 0mm, -0.68mm in x/y/z, and used a grommet plus rigid-flex PCB interconnect to buffer vibration.",https://eureka.patsnap.com/article/imu-placement-matters-how-mounting-affects-robot-stability ; https://academic.oup.com/jom/article/doi/10.1093/jom/ufae036/7778275,Technical explainer + peer-reviewed paper (Journal of Mechanics),"unknown, retrieved 2026-09-20",documentation_verified,fact,none,"Not confirmed tied to one named robot OEM's IMU bracket, but the numeric eccentricity figures come from a real peer-reviewed inertial-navigation mounting study","Independent academic source with a real numeric tolerance figure, distinct sub-type of sensor mount (inertial vs optical) broadening this family's coverage"
R0045,2026-09-20,US,Cross-category (force-controlled robot arm),Force/torque sensor mounting adapter plate design,sensor/camera mount,Wrist-mounted F/T sensor assembly,Tool Adapter Plate (TAP) and Mounting Adapter Plate (MAP) connected by radially-spaced deformable strain-gauge beams,"Two parallel plates (robot-side Mounting Adapter Plate, tool-side Tool Adapter Plate) connected by radially spaced deformable sensing beams",motor/gearbox/flange interface x critical interface (F/T sensor variant),Bought-in standard F/T sensor product; custom application-specific tooling plate often added on the tool side,unknown,unknown,unknown,unknown,unknown,None,unknown,Fabrication tolerances on the sensor body cause slight dimensional differences between units; corrected by mechanical/electronic calibration rather than tightened tolerance alone,unknown,Mounting Adapter Plate (robot wrist side) to Tool Adapter Plate (EOAT side) via the sensing beam structure,unknown,"Robot-wrist-side Mounting Adapter Plate bolts to the robot's tool flange (e.g., ISO 9409-1 pattern); tool-side Tool Adapter Plate bolts to the end effector",unknown,Per-unit fabrication-tolerance variation is managed through mechanical/electronic calibration of each sensor after assembly rather than by driving down machining tolerance alone,Beam-structure dimensional accuracy directly affects strain-gauge sensitivity/calibration validity,Per-unit mechanical calibration to correct for fabrication-tolerance variation,unknown,unknown,unknown,unknown,"Production (patented, commercialized F/T sensor architecture)",unknown,unknown,unknown,unknown,unknown,"US Patent 10,422,707 B2 discloses a compact robotic force/torque sensor with a Tool Adapter Plate (TAP) connected to a Mounting Adapter Plate (MAP) by radially-spaced deformable beams carrying strain gauges; a related patent (US11,137,300) notes fabrication tolerances cause slight per-unit dimensional differences that are corrected via mechanical/electronic calibration rather than by tolerance alone, and addresses tolerance-stackup with thermal tape/paste between a temperature sensor and the F/T sensor body.",https://patents.google.com/patent/US10422707B2/en ; https://patents.justia.com/patent/11137300,"US patents (multiple, named commercial F/T sensor architecture)","Granted patents, retrieved 2026-09-20",documentation_verified,fact,none,Numeric tolerance values not disclosed in the retrievable patent summary,"Patent-sourced primary evidence for a distinct sensor-mount sub-type (F/T sensor wrist adapter), directly citing the robot-flange interface standard (ISO 9409-1) already established for the joint/link family"
R0046,2026-09-20,US/Global standard (UL),AMR/mobile robot (battery-powered),Battery enclosure thermal-runaway safety standard and venting design,battery/electronics enclosure,Battery pack enclosure,Enclosure with vent channel(s) and pressure-relief path,Vent channel routing vent gas to a pressure-relief safety device; absorbent-material cavity to trap flammable electrolyte vapor,critical characteristic x functional/leak/pressure test,Custom,Steel or aluminum (most common enclosure materials),unknown,Thermal insulation layer (air gap or insulation mat) between cells/modules and housing,unknown,unknown,unknown,unknown,unknown,unknown,Pressure-relief vent path from cell to enclosure exterior,unknown,unknown,unknown,Absorbent material placed inside the enclosure to trap flammable electrolyte vapor leaking from cells; vent channels routed to allow escape of vent gas without enclosure over-pressure,"Without proper thermal barriers/venting, cell-to-cell thermal-runaway propagation can occur in under 60 seconds; accumulated vent gas can create dangerous pressure buildup in a sealed enclosure if not vented",unknown,unknown,unknown,unknown,UL 2580 external-fire-exposure test proving no explosion hazard is a named acceptance requirement for EV/battery-system enclosures,unknown,unknown,Inadequate thermal barrier/venting design allows cell-to-cell propagation in under 60 seconds and enclosure over-pressure,unknown,unknown,unknown,"UL 2580 governs EV/battery-system enclosure safety including an external-fire-exposure test proving no explosion hazard; without proper thermal barriers and venting, cell-to-cell thermal-runaway propagation can occur in under 60 seconds, and accumulated vent gas can create dangerous pressure buildup in a sealed enclosure; enclosures are typically steel or aluminum with absorbent material to trap electrolyte vapor and vent channels routing gas to a pressure-relief device, with air gaps or insulation mats between cells and housing for thermal insulation.",https://ulse.org/wp-content/uploads/2025/05/Electric_Vehicle_Battery_Safety_Challenges.pdf ; https://xray.greyb.com/ev-battery/ev-battery-thermal-runaway-packaging,Standards body (UL) + independent technical explainer,"2025, retrieved 2026-09-20",documentation_verified,fact,none,EV-battery-industry standard applied to a robot/AMR battery enclosure by direct analogy (same cell chemistry/failure physics); not confirmed as a robot-OEM-specific requirement,"Fills the functional/leak/pressure-test and critical-characteristic cells for this family with a named safety standard (UL 2580), independent of Pass 3's CyberDiver/arXiv sourcing"
R0047,2026-09-20,US,Cross-category (any electronics enclosure),EMI shielding gasket design for machined electronics enclosure,battery/electronics enclosure,Electronics enclosure,Machined enclosure with EMI gasket groove/mating face,"Gasket-mating face requiring flat, machined surface finish for effective seal",critical interface x finish/coating (EMI seal),Custom enclosure; gasket bought-in component,Aluminum (common for EMI-shielded enclosures),CNC machining or die casting,unknown,"unknown (conductive finish required to preserve shielding continuity, not itemized in this source)",unknown,unknown,unknown,unknown,unknown,Gasket-to-machined-face EMI sealing interface,unknown,unknown,unknown,"A machined face is necessary to achieve a very tight EMI seal; conductive gasket (elastomer core sheathed/coated with conductive material, e.g. Ni/Cu conductive foam/fabric, or wire-mesh with sponge rubber) compressed between mating machined surfaces","Conductive EMI elastomer gaskets can provide shielding effectiveness up to 120 dB at 10 GHz; rubber gasket also serves environmental sealing, thermal insulation, and fire-protection roles simultaneously",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"A machined (flat) enclosure face is necessary to achieve a very tight EMI seal; EMI shielding gaskets are built as a resilient elastomer core (silicone, nitrile, or fluorosilicone rubber) sheathed or coated with a conductive element (e.g., Ni/Cu conductive foam/fabric, wire-mesh with sponge rubber), providing shielding effectiveness up to 120dB at 10GHz while also serving environmental sealing, thermal insulation and fire-protection roles.",https://sspinc.com/electric-vehicle-emi-shielding-white-paper/ ; https://www.elastoproxy.com/electric-vehicle-battery-gaskets/,Component-supplier technical white paper (gasket/EMI-material manufacturers),"unknown, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM enclosure; generic EMI-gasket engineering data with real numeric shielding-effectiveness figure,"Diversifies EMI-shielding evidence beyond Pass 3's single R022 record with new named-vendor sources (SSP, Elastoproxy)"
R0048,2026-09-20,US/Global (named metrology-OEM),Cross-category (battery-powered robot/AMR),Helium tracer-gas leak-test inspection method for sealed battery/electronics enclosures,battery/electronics enclosure,Battery pack enclosure/tray,Sealed enclosure or tray requiring leak-tightness verification,unknown,inspection method x inspection equipment (fills Pass-3's flagged inspection gap for this family),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Enclosure seam/seal boundary,unknown,unknown,unknown,unknown,"Leak-tightness of the fully assembled, sealed enclosure to a predefined limit","Helium tracer-gas testing in an accumulation chamber (part introduced into a sealed chamber then filled with helium, mass spectrometer detects tracer-gas passage); alternative methods include pressure decay, vacuum decay, and immersion bubble testing; forming-gas sniffer localization used for production-line leak-source finding, with helium favored for lower-limit integral (whole-part) tests","Helium mass spectrometer leak detector, accumulation-chamber fixture, sniffer probe",unknown,unknown,"Predefined leak-tightness limit test on the fully assembled, sealed pack/tray/cover, performed as a 100% end-of-line production test in EV/battery manufacturing",Production (end-of-line test),unknown,unknown,unknown,unknown,Dedicated leak-test fixture/accumulation chamber required per part geometry,"Battery pack/tray/enclosure leak testing in production uses helium tracer-gas testing in an accumulation chamber (part sealed in a chamber, filled with helium, mass spectrometer detects any tracer-gas passage) as the preferred method for highest sensitivity and minimum cycle time, versus alternative methods (pressure decay, vacuum decay, immersion bubble testing); forming-gas sniffer testing is used for production-line leak-source localization while helium is favored for the lower-limit integral (whole-part) end-of-line test.",https://www.marposs.com/eng/application/leak-testing-battery-tray-with-helium-accumulation-chamber ; https://www.inficon.com/media/5407/download/Leak-Testing-of-Battery-Packs-for-E-Vehicles.pdf,"Named metrology-equipment OEM technical documentation (Marposs, Inficon)","unknown, retrieved 2026-09-20",documentation_verified,fact,none,EV-battery-industry practice applied to robot/AMR battery enclosures by direct analogy; not confirmed as used by a named robot OEM,"Directly fills Pass-3's flagged 'no inspection method' gap for this family with named-OEM (Marposs/Inficon) primary equipment documentation, not vendor sales copy for a robot part"
R0049,2026-09-20,"US (named component-OEM, Parker Hannifin)","Cross-category (underwater robot/ROV, sealed enclosure generally)",O-ring gland/groove design per the industry-standard Parker O-Ring Handbook,pressure/sealed housing,Sealed pressure housing,Machined O-ring groove/gland face,"O-ring groove (width, depth, radius) machined into a static or dynamic sealing face",O-ring/sealing face x critical tolerance x finish (primary authoritative source),Custom housing; O-ring bought-in,unknown,CNC machining (groove),unknown,unknown,unknown,None,unknown,"Groove width matched to O-ring nominal cross-section, with tolerance depending on inward vs. outward pressure direction; groove depth/radius per Parker design charts and tables (e.g., Design Chart/Table 4-2, 4-3, 5-2 for static/face/reciprocating glands)",unknown,O-ring-to-groove sealing interface (static or dynamic),unknown,unknown,unknown,unknown,"Surface finish on the O-ring mating face: 32 RMS (liquids, static face seals) or 16 RMS (vacuum/gas face seals); 32 RMS without a Parbak back-up ring or 63 RMS with one, for industrial reciprocating (dynamic) glands",unknown,unknown,unknown,unknown,unknown (groove design source; leak test covered separately below),unknown,unknown,Incorrect groove width/depth or surface finish for the given static/dynamic/fluid-type application is the named root cause of seal failure,unknown,unknown,unknown,"The Parker O-Ring Handbook, the industry-standard reference for O-ring gland design, specifies groove width matched to the O-ring's nominal cross-section (tolerance depending on inward vs outward pressure), and surface-finish requirements on the sealing face that vary by application: 32 RMS for liquid static/face seals, 16 RMS for vacuum/gas face seals, and 32 RMS (without Parbak ring) or 63 RMS (with Parbak ring) for industrial reciprocating dynamic glands.",https://www.parker.com/content/dam/Parker-com/Literature/O-Ring-Division-Literature/O-Ring-ehandbook-pdfs/Design-table-and-chart-4-2-for-industrial-o-ring-static-seal-glands.pdf ; https://www.parker.com/content/dam/Parker-com/Literature/Praedifa/Catalogs/Catalog_O-Ring-Handbook_PTD5705-EN.pdf,Named component-OEM technical handbook (Parker Hannifin O-Ring Division) -- the authoritative industry reference,"Parker O-Ring Handbook (ORD 5700), retrieved 2026-09-20",documentation_verified,fact,none,Not tied to one named robot-OEM pressure housing; this is the generic authoritative design-reference standard itself,Highest-authority single source found for this family across both Pass 3 and Pass 4 -- directly replaces reliance on secondary vendor-marketing O-ring tolerance claims with the primary component-OEM handbook
R0050,2026-09-20,US,Cross-category (any elastomeric dynamic/static seal),O-ring compression/fill-ratio design rule,pressure/sealed housing,unknown,O-ring groove (dynamic sealing application),Groove cross-section sized to control O-ring compression and fill ratio,"O-ring/sealing face x critical characteristic (compression/fill ratio, independent second source)",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Dynamic-seal compression recommended 8-20%; groove cross-sectional area fill ratio must never exceed 85% (optimal target 75%), preserving a minimum 15% expansion void",unknown,O-ring-to-groove sealing interface (dynamic),unknown,unknown,unknown,unknown,"Elastomer needs volumetric clearance (expansion void) to accommodate thermal spikes or chemical swelling without mechanical shear failure; excess compression drives frictional breakout drag torque and thermal friction heat, causing cyclical disintegration",unknown,unknown,unknown,unknown,unknown,unknown,unknown,Over-filled groove (>85% cross-sectional fill) or over-compressed dynamic seal (>20%) leads to elastomer shear failure or cyclical disintegration from friction heat,unknown,unknown,unknown,"For dynamic O-ring sealing layouts, recommended compression is 8-20% (minimizing frictional breakout drag torque and thermal friction heat that would otherwise cause cyclical disintegration); groove cross-sectional area fill ratio must never exceed 85% (optimal target 75%), preserving a minimum 15% expansion void so the elastomer has volumetric clearance for thermal or chemical swelling without mechanical shear failure. For high-pressure static applications, a groove with a concave outer sidewall ('hook') can retain the O-ring in place at pressures up to 5000 psi.",https://www.canyoncomponents.com/dynamic-rotary-design ; https://www.cnlseals.com/o-ring-installation-recommendation_working-pressure,"Named seal-component manufacturers (Canyon Components, CNL Seals)","unknown, retrieved 2026-09-20",documentation_verified,fact,none,Not tied to a named robot-OEM pressure housing; generic seal-design engineering rule,Second independent named-vendor source corroborating the Parker handbook numbers with different (complementary) numeric detail -- reduces single-source dependence for the O-ring/sealing-face cell
R0051,2026-09-20,Global (classification-society standard),"Underwater robot/ROV, submersible-class pressure hull",Hydrostatic proof-test acceptance criteria for externally pressurized hulls,pressure/sealed housing,Pressure hull/housing,Externally pressurized pressure vessel housing,unknown,functional/leak/pressure test x lifecycle (proof test),Custom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Pressure-hull integrity margin above rated operating depth,Hydrostatic proof test,"Hydrostatic pressure test chamber (industry facilities exist up to ~1,400 bar / ~14,000 m equivalent depth simulation)",unknown,unknown,"Externally pressurized hulls hydrostatically proof-tested to a pressure equivalent to 1.25x the design depth, for 2 cycles",First article / qualification test before service,unknown,unknown,unknown,unknown,Dedicated hydrostatic pressure chamber required for qualification testing,"Externally pressurized pressure hulls (submersible-class) are hydrostatically proof-tested to a pressure equivalent to 1.25 times the design depth, for 2 cycles, per classification-society guidance; industry test facilities exist capable of simulating up to roughly 14,000 m equivalent ocean depth (~1,400 bar).",https://media.defense.gov/2024/Sep/23/2003552112/-1/-1/0/CG-104%20ABS%20PRESENTATION_PRESSURE%20HULL%20REQUIREMENTS%20FOR%20PASSENGER%20SUBMERSIBLES.PDF ; https://www.macartney.com/workshop-solutions/hydrostatic-pressure-testing/,Classification-society technical presentation (ABS via USCG) + named test-facility OEM (MacArtney),"2024-09-23, retrieved 2026-09-20",documentation_verified,fact,none,"Submersible pressure-hull standard (larger/crewed vessel class); applied by analogy to smaller robot/ROV sealed housings, which may use a less formal (but similar-ratio) proof-test practice","Real numeric proof-test factor (1.25x depth, 2 cycles) from an authoritative classification-society source; a step up in authority from Pass 3's CyberDiver-only pressure-test evidence"
R0052,2026-09-20,"US (named OEM, REACH ROBOTICS)",Underwater robot (ROV manipulator arm),Dynamic-seal functional pressure test during production QC of a named commercial ROV manipulator,pressure/sealed housing,ROV manipulator arm (sealed joints),Manipulator joint housing with dynamic rotary seals,Rotary joint housing with dynamic seal(s) at each articulated joint,functional test x inspection method (named-OEM production QC),Custom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Dynamic rotary seal at each manipulator joint,unknown,unknown,unknown,unknown,"Dynamic seals must hold pressure while the joint is actively moving, not just static","Manipulator pressurized in a test vessel to its maximum rated depth-equivalent pressure while completing a set of programmed movements, confirming all dynamic seals hold pressure under motion",Hydrostatic/pneumatic pressure test vessel with in-chamber actuation capability,unknown,unknown,"Full-depth-rating dynamic pressure test performed with the manipulator actively cycling through motion, as standard production QC","Production (end-of-line QC, named commercial ROV-manipulator OEM)",unknown,unknown,unknown,unknown,unknown,"A named commercial ROV-manipulator manufacturer (REACH ROBOTICS) documents production quality control in which the manipulator is pressurized in a test vessel to its maximum rated depth-equivalent pressure while it completes a set of programmed movements, specifically to confirm all dynamic seals hold pressure under actual motion, not just static pressure.",https://reachrobotics.com/blog/quality-control-of-robotic-rov-manipulators/,Named OEM technical/QC blog (REACH ROBOTICS),"unknown, retrieved 2026-09-20",documentation_verified,fact,none,Numeric pressure/depth values and pass/fail criteria not disclosed in the retrievable blog excerpt,"Named-OEM (non-CyberDiver, non-DakingsRapid) production QC evidence, directly answering the issue's call for real, named-system functional-test detail for this family"
R0053,2026-09-20,US,Industrial arm (EOAT/gripper structural plate),End-of-arm-tooling structural plate weight-reduction pocketing design,jig/fixture/EOAT,EOAT structure,Structural mounting plate/frame carrying grippers/vacuum cups on the robot wrist,"Strategic pocket-milled cavities and ribbing pattern, targeting zero-stress zones for material removal while preserving load-bearing cross-sections",geometry/feature x critical tolerance (repeatability under load),Custom,Aluminum (standard environments) or carbon-fiber composite (demanding/highest strength-to-weight applications),5-axis CNC continuous-toolpath pocket milling,unknown,unknown,unknown,None,unknown,"EOAT positional repeatability within 0.005 mm under maximum payload, validated by FEA deflection modeling",unknown,EOAT-to-robot-wrist mounting interface; gripper/vacuum-cup mounting points on the plate,unknown,unknown,unknown,unknown,"Von Mises stress limited to 33,000 psi in a 6061-T6 pocket radius (web thickened if exceeded); minimum safety factor SF 2.0 targeted for all dynamic links; pocketing can reduce raw material weight by up to 70% while maintaining required stiffness-to-weight ratio",unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Pocket radius stress exceeding 33,000 psi in 6061-T6 requires web thickening (design iteration) before the part is acceptable",unknown,unknown,"Weight reduction directly reduces robot payload requirement, which can reduce robot-selection/tooling cost, so EOAT lightweighting has a stated cost/throughput payoff distinct from the part's own cost","EOAT weight reduction is prioritized because the robot must accelerate the tooling on its wrist and a lighter gripper reduces robot payload requirement, improving speed/throughput; strategic 5-axis pocket milling can reduce raw material weight up to 70% while preserving stiffness-to-weight ratio, with FEA-validated deflection limits confirming positional repeatability within 0.005mm under maximum payload, targeting von Mises stress under 33,000psi in a 6061-T6 pocket radius and a minimum SF 2.0 for dynamic links.",https://www.dakingsrapid.com/en_us/lightweight-cnc-machining-robotics-mass-vs-yield/ ; https://www.stratasys.com/en/resources/blog/end-of-arm-tooling/,Manufacturing-platform technical guides (DakingsRapid + Stratasys),"2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM EOAT plate; generic lightweighting engineering guidance,"One DakingsRapid source retained here (unavoidable given it is a real, specific numeric claim not duplicated elsewhere), balanced against 5 other independent sources in this family and dozens across the dataset, keeping Pass-4's overall DakingsRapid share small"
R0054,2026-09-20,US,Cross-category (welding robot cell fixture),Weld fixture datum/repeatability design and qualification practice,jig/fixture/EOAT,Weld fixture/jig assembly,Weld fixture with datum targets/clamps locating a welded assembly,"Datum targets (small, defined surfaces contacting the part at a specified point, replacing full-surface contact) laid out per the 3-2-1 locating principle","assembly requirement x inspection (fixture qualification, fills Pass-3's total gap on this family's inspection/lifecycle cells)",Custom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Datum-target location tolerance usually +/-0.05 to +/-0.1 mm; inspection fixtures typically qualified at 10% of the print (part) tolerance,unknown,Datum-target-to-workpiece locating contact,unknown,unknown,unknown,"Good datum design selects stable, functional, accessible, repeatable surfaces (3-2-1 principle); poor datum choice causes rocking parts, inconsistent seating, over-constraint, and false inspection results; fixtures are shimmed to nominal and mistake-proofed against loading a similar part in the wrong orientation","Fixture repeatability run-to-run/shift-to-shift, verified by a run-off proving complete functionality of the tooling before production release",Fixture run-off (functional proof) at build; ongoing shimming-to-nominal as the fixture wears,unknown,Run-off procedure functions as the fixture's own first-article proof before production use,unknown,unknown,"Fixture build/qualification, then production use",Fixtures re-shimmed to nominal as they wear/drift out of tolerance over their service life,"Poor datum-surface selection (unstable, inaccessible, non-repeatable) causes rocking, inconsistent seating, over-constraint, or false inspection results",unknown,unknown,Fixture build + run-off is itself a distinct NRE step before production tooling is released,"Weld/assembly fixture datum design follows the 3-2-1 locating principle using small datum targets (contacting the part at a specified point) toleranced usually +/-0.05 to +/-0.1mm, with inspection fixtures typically qualified at 10% of the print tolerance; fixtures are inspected and shimmed to nominal, and a run-off proves complete functionality before production release. Poor datum choice causes rocking parts, inconsistent seating, over-constraint, and false inspection results.",https://www.allmetalsfab.com/designing-for-repeatability-fixtures-datums-and-process-control/ ; https://qtoolservice.com/weld-fixture-design/,"Fabricator technical guides (independent, distinct from DakingsRapid)","2026, retrieved 2026-09-20",vendor-claimed,fact,none,Not tied to a named robot-OEM weld fixture; generic fixture-design engineering practice,"Directly fills Pass-3's flagged total gap for this family's inspection, lifecycle and datum-tolerance cells"
R0055,2026-09-20,US/Global standard (ISO 9001/IATF 16949 context),Cross-category (any production jig/fixture/gauge),"Fixture/gauge maintenance, wear-triggered replacement, and re-certification schedule",jig/fixture/EOAT,unknown,Checking fixture / gauge / production jig,unknown,lifecycle/revision x repeat/replacement (fills Pass-3's total gap here),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Wear-driven drift out of tolerance in a checking fixture/gauge,"Daily basic cleaning/inspection, weekly inspection, monthly (or usage-based) preventive maintenance, annual fixture certification",unknown,unknown,Tool/fixture/gauge maintenance records kept to comply with ISO 9001 and IATF 16949 requirements,unknown,In-service maintenance/re-certification cycle,"Annual certification is standard; more frequent re-certification triggered by measured drift (e.g., torque readings deviating more than +/-3% of target, or gear slippage past benchmark cycles for powered tooling)","If a fixture/gauge is found out of tolerance at inspection, shims in the risers are adjusted and the tooling re-certified rather than being scrapped outright as a first response","A gauge should not be assumed fit for use simply because its calibration due date has not arrived; intermediate checks are used to catch damage or unexpected change between certification cycles, implying gauges/fixtures are repaired/re-shimmed repeatedly over a service life before eventual replacement",unknown,unknown,"Production checking-fixture/gauge maintenance follows a tiered schedule (daily clean/inspect, weekly inspect, monthly preventive maintenance, annual certification) to comply with ISO 9001/IATF 16949; if a fixture drifts out of tolerance it is typically shimmed and re-certified rather than replaced outright, but a gauge should never be assumed fit for use just because its calibration due date has not arrived -- intermediate checks catch damage between formal certification cycles.",https://learnqctools.in/procedure-for-tool-fixture-gauge-maintenance-in-manufacturing ; https://gagetools.com/thread-gauge-calibration-guide/ ; https://abctechnologies.com/wp-content/uploads/80-ENG-D-413-Checking-Fixture_Gauge-Standard-2-15AUG2021.pdf,QC training resource + named gauge-calibration provider + a real named-supplier internal standard document (ABC Technologies),"2021-08-15 (ABC Technologies standard revision), retrieved 2026-09-20",documentation_verified,fact,none,"Not tied to a named robot-OEM's own fixture fleet; generic manufacturing QC practice, but the ABC Technologies document is a real named-company internal standard, not generic marketing","Fills Pass-3's flagged complete absence of inspection, lifecycle, and repeat/replacement evidence for this family"
R0056,2026-09-20,US,Cross-category (early-stage robot development),24-hour rapid-iteration prototype build cycle,prototype multi-part assembly,"Multi-part prototype robot sub-assembly (e.g., an articulated-arm demonstrator)","Multiple 3D-printed structural/mechanism parts, iterated in cycles",unknown,lifecycle x revision intensity (rapid-iteration prototype pattern),Mostly custom (printed) parts plus bought-in actuators/electronics,"Plastic (3D-printed, material grade unspecified)",3D printing (FDM/similar),unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Components printed, tested under load, adjusted, and reprinted, sometimes multiple times within a single week during active development",Iteration speed (parts printed/tested/adjusted per week) rather than any single part's precision is the controlling metric at this lifecycle stage,unknown,unknown,unknown,unknown,unknown,Prototype (earliest stage),Extremely high: a documented case built a functioning multi-part articulated-arm prototype in under 24 hours using a design-print-test-tweak-repeat cycle; damaged or suboptimal printed components are swapped out within hours during a build window,"Parts found damaged or suboptimal under load testing are simply reprinted and swapped, not repaired",unknown,Single-process (additive) deliberately chosen at this stage specifically to maximize iteration speed over per-part precision/cost,None at this stage -- additive is chosen specifically to avoid any tooling investment while the design is still changing,"A documented rapid-prototyping pattern for early robot mechanism development uses a 24-hour design-print-test-tweak-repeat cycle (design during the day, print overnight, test/adjust the next day); one case built a functioning multi-part articulated-arm laundry-folding-robot demonstrator in under 24 hours; components are printed, tested under load, adjusted and reprinted multiple times within a single week during active development, with damaged/suboptimal parts swapped out within hours -- short lead time at this stage is described as determining how many design iterations a team can run before a deadline forces a decision.",https://interestingengineering.com/ai-robotics/video-robot-built-24-hours-folds-laundry ; https://www.machinedesign.com/markets/robotics/article/55371718/ccty-how-to-speed-robotic-prototype-timelines-without-sacrificing-quality,"Independent trade press / technical news (Machine Design, Interesting Engineering)","2026, retrieved 2026-09-20",documentation_verified,fact,none,"Not tied to a single named production robot program; generic but well-documented rapid-prototyping pattern with a real, concrete example (24-hour laundry-folding-robot build)","Real, independently reported concrete case (not vendor marketing) directly matching the issue's own emphasis on revision-intensity evidence for this family"
