query_id,sub_id,manufacturing_sub,query,market,query_dimension,intent_class,SERP_result_type_summary,giant_platform_presence,specialist_manufacturer_presence,observed_competitor_domains,evidence_urls,notes
Q083,OBJ10,robot base/pedestal,robot base supplier CNC welding,US,supplier,mixed(keyword-ambiguity noise),Dominated by WELDING-ROBOT manufacturers and integrators (companies selling robots that weld) rather than base/pedestal fabricators for robots,none observed,"weak for robot-base intent in this exact framing - almost all results are welding-robot sellers (FANUC, EVS, Valk Welding, HuazhongCNC), not pedestal fabricators",fanucamerica.com; evsint.com; valkwelding.com; huazhongcnc.com,https://www.fanucamerica.com/solutions/applications/welding-robots/arc-welding-robots,"EXCEPTION: 'CNC welding' + 'robot' as a supplier query collapses almost entirely into welding-ROBOT sellers (the robot IS the welding tool), not fabricators of bases FOR robots - a keyword-ambiguity contamination distinct from anything seen in the original 50-query pass. Confirms OBJ10 page copy must avoid the bare word 'welding' next to 'robot' without 'pedestal'/'base' immediately adjacent."
Q084,OBJ10,robot base/pedestal,industrial robot pedestal machining service,US,application,technical-commercial,"Dedicated pedestal/base fabricators (PGI Steel, Anchor Danly, DRAmetal, Elimold) plus one market-forecast trade article",none observed,"strong - PGI Steel, Anchor Danly, DRAmetal, Elimold, Cross Company",pgisteel.com; anchordanly.com; drametal.com; elimold.com; crossco.com,https://elimold.com/industries/robotics-cnc-machining/,Confirms pattern strongly under the industrial-application dimension - no ambiguity issue here since 'pedestal' (not 'welding') anchors the query to the base/riser object.
Q085,OBJ10,robot base/pedestal,robot base pedestal prototype to production fabrication,US,lifecycle,technical-commercial,"Precision Grinding/PGI Steel and KUKA's own catalog pedestal line, plus academic mobile-robot-base prototyping content (tangential)",none observed,"moderate-strong - PGI Steel, KUKA (named-OEM catalog product), Vention mobile pedestal design",pgisteel.com; kuka.com; vention.io; robot-forum.com,https://www.kuka.com/en-us/products/production-systems/standard-products-for-automation/ks-robot-pedestals,"Confirms pattern; KUKA's own named-OEM catalog pedestal product line is a strong additional data point that this is a genuinely established, non-hobby commercial object."
Q086,OBJ13B,electronics enclosure,electronics enclosure RFQ quote CNC,US,rfq_quote,technical-commercial,"Dedicated electronics-enclosure CNC vendors (Runsom, JLCCNC, Falcon, RALLY) plus generic CNC-RFQ guidance",none observed,"strong - Runsom, JLCCNC, Falcon CNC Swiss, RALLY, Yishang",runsom.com; jlccnc.com; falconcncswiss.com; rallyprecision.com,https://www.runsom.com/industry/electronic-enclosures-machining/ ; https://jlccnc.com/blog/cnc-enclosure-guide,Confirms Q029 strongly under the RFQ dimension.
Q087,OBJ13B,electronics enclosure,custom electronics enclosure fabrication service robotics,US,process,technical-commercial,"Robotics-specific enclosure-fabrication vendors (ThinkRobotics, Uptive, Laserworx) plus a Thomasnet supplier directory listing","Thomasnet directory listing present, not a marketplace","strong - ThinkRobotics, Uptive, Laserworx, RapidDirect, Sytech Precision",thinkrobotics.com; uptivemfg.com; laserworxmfg.com; rapiddirect.com; sytechprecision.com,https://thinkrobotics.com/blogs/tutorials/custom-enclosure-design-for-electronics-from-cad-to-manufacturing,Confirms pattern strongly; robotics-specific framing surfaces vendors explicitly serving the robotics vertical.
Q088,OBJ13B,electronics enclosure,robot electronics enclosure supplier CNC machining,US,supplier,technical-commercial,"Dedicated CNC electronics-enclosure suppliers (JLCCNC, Zintilon, Polycase, CNCTAL, Protocase)",none observed,"strong - JLCCNC, Zintilon, Polycase, CNCTAL, Protocase",jlccnc.com; zintilon.com; polycase.com; cnctal.com; protocase.com,https://www.protocase.com/products/electronic-enclosures/machined-enclosures/,Confirms Q029 again strongly; no contamination in any of the 9 results.
Q089,OBJ13B,electronics enclosure,AMR electronics enclosure machining service,US,application,mixed(name-collision noise),"Mostly generic electronics-enclosure vendors (Runsom, Protocase, Polycase) plus several companies whose name happens to start with 'AMR' but are unrelated general precision-machining shops, not AMR-robot-specific",none observed,"moderate - Runsom, Protocase genuinely relevant; several 'AMR'-named companies (Dongguan AMR Precision Machining, AMR PEMCO) are coincidental name matches, not AMR-robot vendors",runsom.com; protocase.com; amr-machining.com; amrpemco.com,https://www.runsom.com/industry/electronic-enclosures-machining/,"NUANCE: 'AMR' as a query qualifier triggers name-collision noise (companies coincidentally named 'AMR', unrelated to autonomous mobile robots) rather than contamination from a wrong buyer vertical - a query-hygiene note for AMR-application-framed pages generally (also relevant to APP03/OBJ14), not a finding against OBJ13B's core intent."
Q090,OBJ13B,electronics enclosure,electronics enclosure prototype low volume manufacturing robotics,US,lifecycle,technical-commercial,"Sheet-metal/CNC low-volume-manufacturing guidance explicitly naming electronics enclosures as a common application, plus Protolabs and ThinkRobotics","Protolabs named as a scaled platform, alongside genuine guidance",moderate-strong - guidance content is genuinely enclosure-specific even where multi-process,thinkrobotics.com; fictiv.com; protolabs.com; hilelectronic.com,https://thinkrobotics.com/blogs/tutorials/custom-enclosure-design-for-electronics-from-cad-to-manufacturing,"Confirms pattern; lifecycle framing again returns hub-style guidance rather than a single dedicated page, consistent with the general pattern for this dimension across other P0/P1 objects."
Q091,OBJ05,robot bearing housing/seat,robot bearing housing RFQ quote CNC,US,rfq_quote,technical-commercial,Zintilon's dedicated bearing-housing page plus generic CNC-RFQ guidance explicitly naming bearing bores/H7/k6 fits as a critical-tolerance example,none observed,"strong - Zintilon (repeat hit), plus RFQ guides using bearing-housing tolerance language as their worked example",zintilon.com; kimsenglobal.com; premiumparts.com; linkupprecision.com,https://www.zintilon.com/industry/robotics/bearing-housings/,"Confirms Q011/Q012; bearing-bore tolerancing is used as the canonical worked example in generic CNC-RFQ guidance too, reinforcing that this is a recognized critical-interface category industry-wide."
Q092,OBJ05,robot bearing housing/seat,custom bearing seat fabrication service robotics,US,process,technical-commercial,"Multiple dedicated bearing/bearing-seat specialists for robotics (Zintilon, CCTY, TriStar Plastics, RT Manufacture, BearingFace, LILY Bearing)",none observed,"strong - Zintilon, CCTY, TriStar Plastics, RT Manufacture, BearingFace, LILY Bearing",zintilon.com; cctygroup.com; tstar.com; rt-manufacture.com; bearingface.com; lily-bearing.com,https://cctygroup.com/robotic-bearings/ ; https://www.zintilon.com/industry/robotics/bearing-housings/,"Strongest new-dimension result for OBJ05 - large, fragmented, purely specialist cluster including both housing-machining shops and bearing-component makers who both explicitly serve robotics."
Q093,OBJ05,robot bearing housing/seat,robot bearing housing supplier CNC machining,US,supplier,technical-commercial,"Zintilon and RivCut, both with specific named tolerance claims for bearing bores",none observed,"strong - Zintilon, RivCut",zintilon.com; rivcut.com,https://www.zintilon.com/industry/robotics/bearing-housings/ ; https://www.rivcut.com/robotics,"Confirms pattern; unlike Q011 (bare 'manufacturer', partly collapsed into bearing-component brands), adding 'CNC machining' after 'supplier' keeps results on housing-machining shops."
Q094,OBJ05,robot bearing housing/seat,humanoid robot bearing seat machining,US,application,technical-commercial,"Strong humanoid-specific bearing content (igus, CCTY via Machine Design trade press, svet-robotu.cz, WD Bearings) with real cumulative-tolerance technical discussion",none observed,"strong - igus, CCTY/Machine Design, svet-robotu.cz, WD Bearings, JUCHENG",igus.com; machinedesign.com; svet-robotu.cz; wdbearings.com; jccncmachining.com,https://www.machinedesign.com/mechanical-motion-systems/article/55250781/ccty-introduction-to-bearings-in-humanoid-robots-what-roboticists-need-to-know,"Humanoid-application framing strong again, consistent with OBJ01/02/04 - a recurring reliable dimension for the whole P0/P1 set."
Q095,OBJ05,robot bearing housing/seat,bearing housing prototype to production machining robotics,US,lifecycle,technical-commercial,"Mostly patent-literature results (bearing design patents, not commercial vendor content) plus one Zintilon repeat hit and one trade-press CNC-components overview",none observed,weak-moderate for this exact framing - Zintilon is the one clear commercial hit,zintilon.com; roboticsandautomationnews.com; researchgate.net,https://www.zintilon.com/industry/robotics/bearing-housings/,"EXCEPTION (minor): lifecycle-framed query for bearing housings pulls mostly patent/academic literature rather than vendor content - weaker than the other 4 dimensions for this object, though not contaminated by a wrong-buyer vertical."
Q096,OBJ12,robot enclosure/shell,robot enclosure shell RFQ quote fabrication,US,rfq_quote,technical-commercial,DRAmetal robotics-enclosure page plus a dedicated enclosure-RFQ-checklist article and general sheet-metal RFQ guidance,none observed,"strong - DRAmetal, Square Box (dedicated enclosure RFQ checklist)",drametal.com; squareboxgroup.com; carsai-precisionparts.com,https://www.squareboxgroup.com/custom-enclosure-rfq-checklist,"Confirms Q026/Q027; RFQ-framed query is clean, no Alibaba/marketplace listing this time (unlike Q026's bare 'manufacturer' framing)."
Q097,OBJ12,robot enclosure/shell,custom robot shell fabrication service sheet metal,US,process,technical-commercial,"Multiple dedicated robotics-sheet-metal-enclosure fabricators, several with explicit AGV/AMR-scale claims",none observed,"strong - ASM, ShincoFab, Norck Robotics, Elimold, Kammerer KDI, epromfg.com",approvedsheetmetal.com; shincofab.com; norckrobotics.com; elimold.com; epromfg.com,https://www.approvedsheetmetal.com/industries-we-serve/sheet-metal-for-robotics ; https://epromfg.com/robot-housing-manufacturer-sheet-metal-custom-enclosures/,"Strongly confirms Q027's original finding and improves on it - this exact sheet-metal-qualified framing shows NO Alibaba/marketplace contamination, unlike Q026's bare-object framing."
Q098,OBJ12,robot enclosure/shell,robot enclosure supplier sheet metal fabrication,US,supplier,technical-commercial,"Dense cluster of dedicated robotics sheet-metal-enclosure suppliers, including one direct competitor ranking article naming 6 specialists",one made-in-china.com product listing present,"strong - ShincoFab, Dalsin, ASM, DRAmetal, Elimold, LaserworX, Yijin Solution (top-10 listicle), LSRPF (top-6 listicle)",yijinsolution.com; dalsinind.com; lsrpf.com; approvedsheetmetal.com; shincofab.com,https://yijinsolution.com/industry-insights/top-10-best-sheet-metal-fabrication-companies-for-robotics/,"Confirms pattern very strongly - this is the densest specialist cluster found for OBJ12 across any framing, including two independent top-10/top-6 competitor-ranking listicles as corroborating evidence of a mature niche."
Q099,OBJ12,robot enclosure/shell,AMR enclosure shell machining service,US,application,"mixed(name-collision noise, consistent with Q089)","Genuine AMR/AGV sheet-metal specialists (DRAmetal, Wisdometal/sheetmetalchina) plus several coincidentally-named 'AMR' precision-machining companies unrelated to autonomous mobile robots",none observed,"moderate-strong - DRAmetal, Wisdometal/sheetmetalchina genuinely relevant",drametal.com; sheetmetalchina.com; amr-machining.com; amratec.com,https://www.sheetmetalchina.com/robot-welding-chassis/,"Same AMR-name-collision nuance as Q089 (OBJ13B) - the genuine AMR-specific hits are real and relevant, but the query also pulls unrelated companies coincidentally named AMR."
Q100,OBJ12,robot enclosure/shell,robot enclosure prototype low volume fabrication,US,lifecycle,technical-commercial,"General robotics low-volume-manufacturing guidance (BOEN, ThinkRobotics) that explicitly discusses CNC-vs-injection-molding-vs-3D-printing tradeoffs for enclosures specifically",none observed,moderate-strong - guidance is genuinely enclosure-specific with real process-selection substance,blog.boenrapid.com; thinkrobotics.com; rjcmold.com,https://blog.boenrapid.com/what-manufacturing-partner-can-support-robotics-prototypes-and-low-volume-production,"Confirms pattern; lifecycle framing again a hub-style-content dimension rather than a single dedicated page, consistent with other objects."
Q101,OBJ14,robot chassis,robot chassis RFQ quote fabrication,US,rfq_quote,technical-commercial,LSRPF/DRAmetal robotics sheet-metal-fabrication content plus general RFQ-checklist articles that explicitly reference chassis datums/battery interfaces/weld sequence,none observed,"strong - LSRPF, DRAmetal, plus RFQ guidance naming chassis-specific RFQ risks",lsrpf.com; drametal.com; zsyishang.com,https://drametal.com/blog/robot-seventh-axis-base-frame-fabrication-guide/,"This dimension is clean and confirms the pattern - the chassis exceptions found below are specific to certain query wordings, not the RFQ framing."
Q102,OBJ14,robot chassis,custom AMR chassis fabrication service,US,process,mixed(cross-industry noise),"Dominated by AUTOMOTIVE/hot-rod/race-car custom chassis builders (NAMF NADCAP, Art Morrison, Ekstensive, IRC Builds, Subzero Metal Fab) - the SAME contamination pattern as the original Q031 finding, now shown for a differently-worded query too",none observed,weak for robot-specific intent in this exact framing - Wisdometal/sheetmetalchina is the one genuine AMR-robot hit,namf.com; artmorrison.com; ekstensive.com; ircbuilds.com; subzerometalfab.com; sheetmetalchina.com,https://www.sheetmetalchina.com/robot-welding-chassis/,"EXCEPTION (repeat of Q031's pattern under a new phrasing): 'custom AMR chassis fabrication service' still collapses substantially into automotive/hot-rod/race-car chassis builders. Confirms this is a durable, not one-off, contamination risk for the word 'chassis' and must be actively designed around in OBJ14's copy (keep 'AMR'/'robot' adjacent to every mention of 'chassis', never let 'chassis' + 'fabrication' stand alone)."
Q103,OBJ14,robot chassis,robot chassis supplier welding fabrication,US,supplier,"mixed(keyword-ambiguity noise, consistent with Q083/OBJ10)","Dominated by WELDING-ROBOT sellers/integrators and automotive chassis-welding case studies (BWI Group, Path Robotics, Lincoln Electric, Yaskawa Motoman) rather than chassis fabricators for robots",none observed,weak for robot-chassis-fabrication intent - LSRPF's chassis-welding-services listicle is the one clearly on-target hit,lsrpf.com; path-robotics.com; lincolnelectric.com; motoman.com; evsint.com,https://www.lsrpf.com/blog/top-8-suppliers-of-custom-lightweight-chassis-robotics-metal-welding-services-for-2026,"EXCEPTION: same welding-robot keyword-ambiguity contamination as Q083 (OBJ10) - 'welding' next to 'robot' strongly pulls welding-ROBOT sellers rather than fabricators of parts FOR robots. This is now confirmed across 2 independent P0/P1 objects (base/pedestal and chassis), so it should be treated as a general query-hygiene rule for this pilot, not an isolated finding."
Q104,OBJ14,robot chassis,mobile robot chassis machining service,US,application,mixed(weak signal),"Mostly patents and academic/research chassis-design papers, plus one finished-AMR-platform OEM (Fdata) that sells complete robots rather than fabricating to a customer's own chassis design",none observed,weak - Fdata is the only commercial hit and represents the ALREADY-FLAGGED wrong-buyer risk (finished-platform seller vs. fabricate-to-drawing),researchgate.net; fdatabot.com; ncbi.nlm.nih.gov,https://www.fdatabot.com/robots/,"EXCEPTION: 'mobile robot chassis machining service' returns almost no genuine fabrication-to-drawing commercial content - reinforces the ALREADY-DOCUMENTED buyer-segmentation risk (INT-14, cannibalization-map row 'OBJ14 Robot chassis / Full AMR platform sellers') rather than surfacing new distinct evidence."
Q105,OBJ14,robot chassis,robot chassis prototype to production fabrication,US,lifecycle,technical-commercial,"Genuinely relevant sheet-metal prototyping-to-production guidance (Fictiv, LSRPF) explicitly discussing chassis-specific bend-allowance/weld-distortion/tolerance-stack topics",none observed,"moderate-strong - Fictiv, LSRPF are genuinely on-target and technically substantive",fictiv.com; lsrpf.com; roboticsandautomationnews.com,https://www.fictiv.com/articles/robotics-manufacturing-processes-components-sourcing,"This dimension is clean and confirms the pattern; the chassis exceptions are concentrated in the process/supplier/application dimensions (Q102-Q104), not RFQ or lifecycle framing."
Q106,OBJ16,sensor/camera mount,sensor mount RFQ quote CNC machining,US,rfq_quote,technical-commercial,"Dedicated sensor-mount CNC content (HDProto, CNCTAL) plus generic CNC-RFQ guidance that explicitly names sensor-mount RFQ package requirements (assembly drawing, cable/connector data)",none observed,"strong - HDProto, CNCTAL, plus RFQ guidance using sensor mounts as its worked example",hdproto.com; cnctal.com; avantiengineering.com; uneedpm.com,https://hdproto.com/blog/sensor-housing-design-and-machining/ ; https://www.cnctal.com/camera-sensor-parts/,"Confirms Q033 strongly; sensor-mount RFQ requirements are specific enough to be used as a named worked example in generic RFQ guidance, reinforcing this is a recognized distinct object."
Q107,OBJ16,sensor/camera mount,custom camera mount fabrication service robotics,US,process,mixed(hobby-adjacent minor noise),"Mostly relevant specialist content (Force Fabrication, VMT/machining-custom.com) plus some FRC/hobby camera-mount results (Printables STL, SparkFun, McMaster off-the-shelf parts)",none observed,"moderate-strong - Force Fabrication, VMT/machining-custom.com are the clear specialist hits",forcefab.com; machining-custom.com; mcmaster.com; sparkfun.com; printables.com,https://forcefab.com/robotics-precision-machined-parts/ ; https://www.machining-custom.com/cnc-camera-parts/,"Minor hobby-adjacent noise (FRC camera-mount STL files, SparkFun) alongside the genuine specialist hits - milder than the OBJ06/OBJ07 bare-noun contamination but worth noting: 'camera mount' alone still attracts some hobby-robotics content even with 'custom' and 'fabrication service' as qualifiers."
Q108,OBJ16,sensor/camera mount,robot sensor mount supplier CNC machining,US,supplier,technical-commercial,Dense specialist cluster with explicit tolerance claims and robotics-specific framing,none observed,"strong - Zintilon, RivCut, Super-Ingenuity, ZSCNC, JACO Works, XTJ",zintilon.com; rivcut.com; super-ingenuity.cn; zscncparts.com; jacoworks.com,https://www.zintilon.com/industry/robotics/precision-sensors/,"Confirms pattern very strongly - one of the densest specialist clusters in the deepened pass, no giant-platform or hobby contamination in this exact framing."
Q109,OBJ16,sensor/camera mount,AMR LiDAR mount machining service,US,application,weak/mixed(reconfirms original merge decision),"Almost entirely AMR/LiDAR PRODUCT and SLAM-technology companies (KUKA, YUJIN, Leishen, Ouster, Hokuyo) rather than LiDAR-mount MACHINING content",none observed,"none - no LiDAR-mount-specific machining vendor found in this exact framing, consistent with the original Q034 finding",kuka.com; yujinrobot.com; lslidar.com; ouster.com; hokuyo-usa.com,https://ouster.com/insights/blog/your-amrs-have-too-many-sensors,"RECONFIRMS the original merge decision (LiDAR mount folded into OBJ16, not a standalone page): even with an AMR-application qualifier, 'LiDAR mount machining' still returns LiDAR hardware/SLAM vendors, not machining-service content. No standalone LiDAR-mount page is warranted; this strengthens rather than weakens the original cannibalization-map decision."
Q110,OBJ16,sensor/camera mount,sensor mount prototype low volume machining robotics,US,lifecycle,technical-commercial,"General low-volume-CNC-for-robotics guidance explicitly naming sensor mounts as a covered part category, plus one academic paper on procedurally-generated sensor mounts",none observed,moderate-strong - guidance content genuinely names sensor mounts as a specific example,blog.teamrapidtooling.com; blog.boenrapid.com; arxiv.org,https://blog.teamrapidtooling.com/blog/low-volume-cnc-machining-for-prototype-part-production-2/,"Confirms pattern; lifecycle framing again a hub-style-guidance dimension, consistent with the general pattern for this dimension."
Q111,OBJ18,ROV/pressure housing,ROV pressure housing RFQ quote CNC,US,rfq_quote,technical-commercial,Generic CNC-RFQ guidance that explicitly names pressure-rated parts as a worked example (material/finish upgrade for pressure service) plus one dedicated pressure-vessel RFQ page,none observed,moderate - Modern Welding's pressure-vessel RFQ page is the clearest dedicated hit; rest is generic CNC-RFQ guidance referencing pressure parts,modweldco.com; rapiddirect.com; steckermachine.com,https://www.modweldco.com/rfq/pressure-vessel-quote,"RFQ-framed query returns mostly generic guidance rather than ROV-specific vendor pages, weaker than the other 4 dimensions for this object, though not contaminated."
Q112,OBJ18,ROV/pressure housing,custom subsea housing fabrication service,US,process,technical-commercial,"Dense cluster of dedicated subsea-housing fabricators, several ASME-certified, serving oil-and-gas/marine engineering broadly (not robotics-exclusive, but directly on-target for pressure-housing fabrication)",none observed,"strong - Tech Fab, StruTech, Einhorn Engineering, Roben Manufacturing, Prevco, 2H Offshore",tech-fab.com; strutechindustries.com; einhornengineering.com; robenmfg.com; sosmagazine.biz,https://einhornengineering.com/custom-solutions/subsea-housings/ ; https://www.robenmfg.com/subsea-equipment-housing-corrosion-resistant-vessels/,"Confirms and broadens Q035's original finding - subsea-housing fabrication is a mature specialist niche (oil-and-gas/marine-engineering-adjacent, ROV-relevant) with zero giant-platform or off-topic contamination."
Q113,OBJ18,ROV/pressure housing,underwater robot housing supplier CNC machining,US,supplier,commercial,"Dedicated underwater-robotics housing machining specialists (Runsom, Jucheng, RivCut, Rapidefficient) plus one generic Alibaba CNC-machining listing for a non-subsea-specific 'robot housing'","one Alibaba product-detail listing present (generic robot housing, not subsea-specific)","strong - Runsom, Jucheng Precision, RivCut, Rapidefficient, SUNPREC",runsom.com; jcproto.com; rivcut.com; rapidefficient.com; alibaba.com,https://www.runsom.com/blog/underwater-robots-cnc-machining-for-sealing-corrosion-resistance-pressure-tolerance/,"Confirms Q035/Q043 strongly; the one Alibaba listing found is for a generic 'robot housing' product, not a subsea/pressure-rated listing specifically, so it is a milder edge case than Q026's direct-hit Alibaba enclosure listing."
Q114,OBJ18,ROV/pressure housing,AUV pressure housing machining service,US,application,technical-commercial,OceanTools' own dedicated subsea CNC machine shop page plus Protolabs drone/AUV-component page and general pressure-housing engineering references,"Protolabs named as a scaled platform, alongside genuine specialist content","strong - OceanTools (repeat hit, dedicated CNC-shop-in-Aberdeen page)",oceantools.co.uk; protolabs.com; sciencedirect.com; researchgate.net,https://www.oceantools.co.uk/cnc-machine-shop,Confirms Q035 strongly under the AUV-application dimension; OceanTools again the clearest specialist hit.
Q115,OBJ18,ROV/pressure housing,pressure housing prototype to production machining subsea,US,lifecycle,technical-commercial,OceanTools' dedicated subsea pressure-housing page (repeat hit) plus academic/patent content on pressure-vessel design,none observed,moderate-strong - OceanTools is the clear commercial hit; rest is academic/patent background,oceantools.co.uk; researchgate.net; sciencedirect.com,https://www.oceantools.co.uk/subsea-pressure-housings,"Confirms pattern; OceanTools is now a 3-times-repeated specialist hit across rfq/supplier-adjacent/application/lifecycle-adjacent dimensions for this object, reinforcing OBJ18 as one of the strongest-evidenced P0/P1 objects in the whole pilot."
